Aar,NACE2007,SN2007,alder,ansatte
2014,84,"Off.adm., forsvar, sosialforsikring",15-74 år,17
2015,84,"Off.adm., forsvar, sosialforsikring",15-74 år,15
2016,84,"Off.adm., forsvar, sosialforsikring",15-74 år,13
2017,84,"Off.adm., forsvar, sosialforsikring",15-74 år,16
2018,84,"Off.adm., forsvar, sosialforsikring",15-74 år,12
2019,84,"Off.adm., forsvar, sosialforsikring",15-74 år,21
2020,84,"Off.adm., forsvar, sosialforsikring",15-74 år,18
2008,85,Undervisning,15-74 år,32
2009,85,Undervisning,15-74 år,39
2010,85,Undervisning,15-74 år,42
2011,85,Undervisning,15-74 år,45
2012,85,Undervisning,15-74 år,33
2013,85,Undervisning,15-74 år,33
2014,85,Undervisning,15-74 år,35
2015,85,Undervisning,15-74 år,28
2016,85,Undervisning,15-74 år,34
2017,85,Undervisning,15-74 år,29
2018,85,Undervisning,15-74 år,26
2019,85,Undervisning,15-74 år,26
2020,85,Undervisning,15-74 år,23
2008,86-88,Helse- og sosialtjenester,15-74 år,74
2009,86-88,Helse- og sosialtjenester,15-74 år,77
2010,86-88,Helse- og sosialtjenester,15-74 år,84
2011,86-88,Helse- og sosialtjenester,15-74 år,73
2012,86-88,Helse- og sosialtjenester,15-74 år,97
2013,86-88,Helse- og sosialtjenester,15-74 år,99
2014,86-88,Helse- og sosialtjenester,15-74 år,100
2015,86-88,Helse- og sosialtjenester,15-74 år,85
2016,86-88,Helse- og sosialtjenester,15-74 år,76
2017,86-88,Helse- og sosialtjenester,15-74 år,80
2018,86-88,Helse- og sosialtjenester,15-74 år,76
2019,86-88,Helse- og sosialtjenester,15-74 år,91
2020,86-88,Helse- og sosialtjenester,15-74 år,82
2008,90-99,Personlig tjenesteyting,15-74 år,3
2009,90-99,Personlig tjenesteyting,15-74 år,3
2010,90-99,Personlig tjenesteyting,15-74 år,3
2011,90-99,Personlig tjenesteyting,15-74 år,3
2012,90-99,Personlig tjenesteyting,15-74 år,6
2013,90-99,Personlig tjenesteyting,15-74 år,6
2014,90-99,Personlig tjenesteyting,15-74 år,6
2015,90-99,Personlig tjenesteyting,15-74 år,6
2016,90-99,Personlig tjenesteyting,15-74 år,3
2017,90-99,Personlig tjenesteyting,15-74 år,3
2018,90-99,Personlig tjenesteyting,15-74 år,6
2019,90-99,Personlig tjenesteyting,15-74 år,9
2020,90-99,Personlig tjenesteyting,15-74 år,3
2008,00,Uoppgitt,15-74 år,3
2009,00,Uoppgitt,15-74 år,0
2010,00,Uoppgitt,15-74 år,3
2011,00,Uoppgitt,15-74 år,3
2012,00,Uoppgitt,15-74 år,6
2013,00,Uoppgitt,15-74 år,3
2014,00,Uoppgitt,15-74 år,6
2015,00,Uoppgitt,15-74 år,3
2016,00,Uoppgitt,15-74 år,6
2017,00,Uoppgitt,15-74 år,3
2018,00,Uoppgitt,15-74 år,3
2019,00,Uoppgitt,15-74 år,3
2020,00,Uoppgitt,15-74 år,3
2008,00-99,Alle næringer,15-74 år,4048
2009,00-99,Alle næringer,15-74 år,4160
2010,00-99,Alle næringer,15-74 år,4232
2011,00-99,Alle næringer,15-74 år,4475
2012,00-99,Alle næringer,15-74 år,4423
2013,00-99,Alle næringer,15-74 år,4281
2014,00-99,Alle næringer,15-74 år,4329
2015,00-99,Alle næringer,15-74 år,4304
2016,00-99,Alle næringer,15-74 år,4314
2017,00-99,Alle næringer,15-74 år,4576
2018,00-99,Alle næringer,15-74 år,4620
2019,00-99,Alle næringer,15-74 år,4710
2020,00-99,Alle næringer,15-74 år,4773
2008,01-03,"Jordbruk, skogbruk og fiske",15-74 år,298
2009,01-03,"Jordbruk, skogbruk og fiske",15-74 år,282
2010,01-03,"Jordbruk, skogbruk og fiske",15-74 år,270
2011,01-03,"Jordbruk, skogbruk og fiske",15-74 år,239
2012,01-03,"Jordbruk, skogbruk og fiske",15-74 år,219
2013,01-03,"Jordbruk, skogbruk og fiske",15-74 år,209
2014,01-03,"Jordbruk, skogbruk og fiske",15-74 år,190
2015,01-03,"Jordbruk, skogbruk og fiske",15-74 år,196
2016,01-03,"Jordbruk, skogbruk og fiske",15-74 år,194
2017,01-03,"Jordbruk, skogbruk og fiske",15-74 år,186
2018,01-03,"Jordbruk, skogbruk og fiske",15-74 år,182
2019,01-03,"Jordbruk, skogbruk og fiske",15-74 år,192
2020,01-03,"Jordbruk, skogbruk og fiske",15-74 år,204
2008,05-09,Bergverksdrift og utvinning,15-74 år,825
2009,05-09,Bergverksdrift og utvinning,15-74 år,872
2010,05-09,Bergverksdrift og utvinning,15-74 år,866
2011,05-09,Bergverksdrift og utvinning,15-74 år,850
2012,05-09,Bergverksdrift og utvinning,15-74 år,909
2013,05-09,Bergverksdrift og utvinning,15-74 år,859
2014,05-09,Bergverksdrift og utvinning,15-74 år,852
2015,05-09,Bergverksdrift og utvinning,15-74 år,820
2016,05-09,Bergverksdrift og utvinning,15-74 år,790
2017,05-09,Bergverksdrift og utvinning,15-74 år,797
2018,05-09,Bergverksdrift og utvinning,15-74 år,759
2019,05-09,Bergverksdrift og utvinning,15-74 år,757
2020,05-09,Bergverksdrift og utvinning,15-74 år,NA
2008,10-33,Industri,15-74 år,268
2009,10-33,Industri,15-74 år,270
2010,10-33,Industri,15-74 år,252
2011,10-33,Industri,15-74 år,252
2012,10-33,Industri,15-74 år,257
2013,10-33,Industri,15-74 år,241
2014,10-33,Industri,15-74 år,220
2015,10-33,Industri,15-74 år,320
2016,10-33,Industri,15-74 år,390
2017,10-33,Industri,15-74 år,476
2018,10-33,Industri,15-74 år,628
2019,10-33,Industri,15-74 år,617
2020,10-33,Industri,15-74 år,631
2008,35-39,"Elektrisitet, vann og renovasjon",15-74 år,51
2009,35-39,"Elektrisitet, vann og renovasjon",15-74 år,54
2010,35-39,"Elektrisitet, vann og renovasjon",15-74 år,60
2011,35-39,"Elektrisitet, vann og renovasjon",15-74 år,67
2012,35-39,"Elektrisitet, vann og renovasjon",15-74 år,61
2013,35-39,"Elektrisitet, vann og renovasjon",15-74 år,60
2014,35-39,"Elektrisitet, vann og renovasjon",15-74 år,61
2015,35-39,"Elektrisitet, vann og renovasjon",15-74 år,31
2016,35-39,"Elektrisitet, vann og renovasjon",15-74 år,31
2017,35-39,"Elektrisitet, vann og renovasjon",15-74 år,28
2018,35-39,"Elektrisitet, vann og renovasjon",15-74 år,25
2019,35-39,"Elektrisitet, vann og renovasjon",15-74 år,23
2020,35-39,"Elektrisitet, vann og renovasjon",15-74 år,NA
2008,41-43,Bygge- og anleggsvirksomhet,15-74 år,346
2009,41-43,Bygge- og anleggsvirksomhet,15-74 år,385
2010,41-43,Bygge- og anleggsvirksomhet,15-74 år,394
2011,41-43,Bygge- og anleggsvirksomhet,15-74 år,663
2012,41-43,Bygge- og anleggsvirksomhet,15-74 år,480
2013,41-43,Bygge- og anleggsvirksomhet,15-74 år,466
2014,41-43,Bygge- og anleggsvirksomhet,15-74 år,450
2015,41-43,Bygge- og anleggsvirksomhet,15-74 år,469
2016,41-43,Bygge- og anleggsvirksomhet,15-74 år,467
2017,41-43,Bygge- og anleggsvirksomhet,15-74 år,485
2018,41-43,Bygge- og anleggsvirksomhet,15-74 år,500
2019,41-43,Bygge- og anleggsvirksomhet,15-74 år,549
2020,41-43,Bygge- og anleggsvirksomhet,15-74 år,510
2008,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,362
2009,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,363
2010,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,390
2011,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,390
2012,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,434
2013,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,415
2014,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,443
2015,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,438
2016,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,445
2017,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,454
2018,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,451
2019,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,445
2020,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,431
2008,49-53,Transport og lagring,15-74 år,191
2009,49-53,Transport og lagring,15-74 år,181
2010,49-53,Transport og lagring,15-74 år,135
2011,49-53,Transport og lagring,15-74 år,137
2012,49-53,Transport og lagring,15-74 år,127
2013,49-53,Transport og lagring,15-74 år,130
2014,49-53,Transport og lagring,15-74 år,137
2015,49-53,Transport og lagring,15-74 år,135
2016,49-53,Transport og lagring,15-74 år,109
2017,49-53,Transport og lagring,15-74 år,216
2018,49-53,Transport og lagring,15-74 år,105
2019,49-53,Transport og lagring,15-74 år,92
2020,49-53,Transport og lagring,15-74 år,178
2008,55-56,Overnattings- og serveringsvirksomhet,15-74 år,156
2009,55-56,Overnattings- og serveringsvirksomhet,15-74 år,163
2010,55-56,Overnattings- og serveringsvirksomhet,15-74 år,181
2011,55-56,Overnattings- og serveringsvirksomhet,15-74 år,124
2012,55-56,Overnattings- og serveringsvirksomhet,15-74 år,136
2013,55-56,Overnattings- og serveringsvirksomhet,15-74 år,126
2014,55-56,Overnattings- og serveringsvirksomhet,15-74 år,134
2015,55-56,Overnattings- og serveringsvirksomhet,15-74 år,89
2016,55-56,Overnattings- og serveringsvirksomhet,15-74 år,92
2017,55-56,Overnattings- og serveringsvirksomhet,15-74 år,92
2018,55-56,Overnattings- og serveringsvirksomhet,15-74 år,81
2019,55-56,Overnattings- og serveringsvirksomhet,15-74 år,88
2020,55-56,Overnattings- og serveringsvirksomhet,15-74 år,80
2008,58-63,Informasjon og kommunikasjon,15-74 år,11
2009,58-63,Informasjon og kommunikasjon,15-74 år,12
2010,58-63,Informasjon og kommunikasjon,15-74 år,104
2011,58-63,Informasjon og kommunikasjon,15-74 år,105
2012,58-63,Informasjon og kommunikasjon,15-74 år,117
2013,58-63,Informasjon og kommunikasjon,15-74 år,100
2014,58-63,Informasjon og kommunikasjon,15-74 år,88
2015,58-63,Informasjon og kommunikasjon,15-74 år,50
2016,58-63,Informasjon og kommunikasjon,15-74 år,40
2017,58-63,Informasjon og kommunikasjon,15-74 år,62
2018,58-63,Informasjon og kommunikasjon,15-74 år,60
2019,58-63,Informasjon og kommunikasjon,15-74 år,101
2020,58-63,Informasjon og kommunikasjon,15-74 år,115
2008,64-66,Finansiering og forsikring,15-74 år,13
2009,64-66,Finansiering og forsikring,15-74 år,6
2010,64-66,Finansiering og forsikring,15-74 år,9
2011,64-66,Finansiering og forsikring,15-74 år,12
2012,64-66,Finansiering og forsikring,15-74 år,13
2013,64-66,Finansiering og forsikring,15-74 år,10
2014,64-66,Finansiering og forsikring,15-74 år,7
2015,64-66,Finansiering og forsikring,15-74 år,9
2016,64-66,Finansiering og forsikring,15-74 år,10
2017,64-66,Finansiering og forsikring,15-74 år,10
2018,64-66,Finansiering og forsikring,15-74 år,10
2019,64-66,Finansiering og forsikring,15-74 år,10
2020,64-66,Finansiering og forsikring,15-74 år,7
2008,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,63
2009,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,62
2010,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,76
2011,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,69
2012,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,72
2013,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,86
2014,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,96
2015,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,84
2016,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,151
2017,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,136
2018,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,169
2019,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,177
2020,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,153
2008,77-82,Forretningsmessig tjenesteyting,15-74 år,31
2009,77-82,Forretningsmessig tjenesteyting,15-74 år,34
2010,77-82,Forretningsmessig tjenesteyting,15-74 år,32
2011,77-82,Forretningsmessig tjenesteyting,15-74 år,70
2012,77-82,Forretningsmessig tjenesteyting,15-74 år,85
2013,77-82,Forretningsmessig tjenesteyting,15-74 år,138
2014,77-82,Forretningsmessig tjenesteyting,15-74 år,167
2015,77-82,Forretningsmessig tjenesteyting,15-74 år,169
2016,77-82,Forretningsmessig tjenesteyting,15-74 år,152
2017,77-82,Forretningsmessig tjenesteyting,15-74 år,169
2018,77-82,Forretningsmessig tjenesteyting,15-74 år,180
2019,77-82,Forretningsmessig tjenesteyting,15-74 år,180
2020,77-82,Forretningsmessig tjenesteyting,15-74 år,202
2008,84,"Off.adm., forsvar, sosialforsikring",15-74 år,143
2009,84,"Off.adm., forsvar, sosialforsikring",15-74 år,153
2010,84,"Off.adm., forsvar, sosialforsikring",15-74 år,145
2011,84,"Off.adm., forsvar, sosialforsikring",15-74 år,163
2012,84,"Off.adm., forsvar, sosialforsikring",15-74 år,165
2013,84,"Off.adm., forsvar, sosialforsikring",15-74 år,160
2014,84,"Off.adm., forsvar, sosialforsikring",15-74 år,164
2015,84,"Off.adm., forsvar, sosialforsikring",15-74 år,134
2016,84,"Off.adm., forsvar, sosialforsikring",15-74 år,142
2017,84,"Off.adm., forsvar, sosialforsikring",15-74 år,134
2018,84,"Off.adm., forsvar, sosialforsikring",15-74 år,139
2019,84,"Off.adm., forsvar, sosialforsikring",15-74 år,129
2020,84,"Off.adm., forsvar, sosialforsikring",15-74 år,143
2008,85,Undervisning,15-74 år,353
2009,85,Undervisning,15-74 år,386
2010,85,Undervisning,15-74 år,387
2011,85,Undervisning,15-74 år,392
2012,85,Undervisning,15-74 år,406
2013,85,Undervisning,15-74 år,353
2014,85,Undervisning,15-74 år,353
2015,85,Undervisning,15-74 år,342
2016,85,Undervisning,15-74 år,338
2017,85,Undervisning,15-74 år,342
2018,85,Undervisning,15-74 år,348
2019,85,Undervisning,15-74 år,340
2020,85,Undervisning,15-74 år,345
2008,86-88,Helse- og sosialtjenester,15-74 år,833
2009,86-88,Helse- og sosialtjenester,15-74 år,831
2010,86-88,Helse- og sosialtjenester,15-74 år,810
2011,86-88,Helse- og sosialtjenester,15-74 år,827
2012,86-88,Helse- og sosialtjenester,15-74 år,818
2013,86-88,Helse- og sosialtjenester,15-74 år,806
2014,86-88,Helse- og sosialtjenester,15-74 år,842
2015,86-88,Helse- og sosialtjenester,15-74 år,858
2016,86-88,Helse- og sosialtjenester,15-74 år,802
2017,86-88,Helse- og sosialtjenester,15-74 år,834
2018,86-88,Helse- og sosialtjenester,15-74 år,834
2019,86-88,Helse- og sosialtjenester,15-74 år,843
2020,86-88,Helse- og sosialtjenester,15-74 år,844
2008,90-99,Personlig tjenesteyting,15-74 år,85
2009,90-99,Personlig tjenesteyting,15-74 år,84
2010,90-99,Personlig tjenesteyting,15-74 år,93
2011,90-99,Personlig tjenesteyting,15-74 år,91
2012,90-99,Personlig tjenesteyting,15-74 år,97
2013,90-99,Personlig tjenesteyting,15-74 år,100
2014,90-99,Personlig tjenesteyting,15-74 år,102
2015,90-99,Personlig tjenesteyting,15-74 år,96
2016,90-99,Personlig tjenesteyting,15-74 år,105
2017,90-99,Personlig tjenesteyting,15-74 år,108
2018,90-99,Personlig tjenesteyting,15-74 år,108
2019,90-99,Personlig tjenesteyting,15-74 år,129
2020,90-99,Personlig tjenesteyting,15-74 år,111
2008,00,Uoppgitt,15-74 år,19
2009,00,Uoppgitt,15-74 år,22
2010,00,Uoppgitt,15-74 år,28
2011,00,Uoppgitt,15-74 år,24
2012,00,Uoppgitt,15-74 år,27
2013,00,Uoppgitt,15-74 år,22
2014,00,Uoppgitt,15-74 år,23
2015,00,Uoppgitt,15-74 år,64
2016,00,Uoppgitt,15-74 år,56
2017,00,Uoppgitt,15-74 år,47
2018,00,Uoppgitt,15-74 år,41
2019,00,Uoppgitt,15-74 år,38
2020,00,Uoppgitt,15-74 år,33
2008,00-99,Alle næringer,15-74 år,15194
2009,00-99,Alle næringer,15-74 år,14666
2010,00-99,Alle næringer,15-74 år,14591
2011,00-99,Alle næringer,15-74 år,14781
2012,00-99,Alle næringer,15-74 år,14989
2013,00-99,Alle næringer,15-74 år,15239
2014,00-99,Alle næringer,15-74 år,15457
2015,00-99,Alle næringer,15-74 år,15066
2016,00-99,Alle næringer,15-74 år,15287
2017,00-99,Alle næringer,15-74 år,15728
2018,00-99,Alle næringer,15-74 år,15866
2019,00-99,Alle næringer,15-74 år,15978
2020,00-99,Alle næringer,15-74 år,16059
2008,01-03,"Jordbruk, skogbruk og fiske",15-74 år,472
2009,01-03,"Jordbruk, skogbruk og fiske",15-74 år,462
2010,01-03,"Jordbruk, skogbruk og fiske",15-74 år,447
2011,01-03,"Jordbruk, skogbruk og fiske",15-74 år,378
2012,01-03,"Jordbruk, skogbruk og fiske",15-74 år,369
2013,01-03,"Jordbruk, skogbruk og fiske",15-74 år,357
2014,01-03,"Jordbruk, skogbruk og fiske",15-74 år,337
2015,01-03,"Jordbruk, skogbruk og fiske",15-74 år,340
2016,01-03,"Jordbruk, skogbruk og fiske",15-74 år,367
2017,01-03,"Jordbruk, skogbruk og fiske",15-74 år,347
2018,01-03,"Jordbruk, skogbruk og fiske",15-74 år,358
2019,01-03,"Jordbruk, skogbruk og fiske",15-74 år,329
2020,01-03,"Jordbruk, skogbruk og fiske",15-74 år,338
2008,05-09,Bergverksdrift og utvinning,15-74 år,55
2009,05-09,Bergverksdrift og utvinning,15-74 år,134
2010,05-09,Bergverksdrift og utvinning,15-74 år,161
2011,05-09,Bergverksdrift og utvinning,15-74 år,172
2012,05-09,Bergverksdrift og utvinning,15-74 år,187
2013,05-09,Bergverksdrift og utvinning,15-74 år,209
2014,05-09,Bergverksdrift og utvinning,15-74 år,246
2015,05-09,Bergverksdrift og utvinning,15-74 år,194
2016,05-09,Bergverksdrift og utvinning,15-74 år,196
2017,05-09,Bergverksdrift og utvinning,15-74 år,263
2018,05-09,Bergverksdrift og utvinning,15-74 år,300
2019,05-09,Bergverksdrift og utvinning,15-74 år,307
2020,05-09,Bergverksdrift og utvinning,15-74 år,291
2008,10-33,Industri,15-74 år,3357
2009,10-33,Industri,15-74 år,2806
2010,10-33,Industri,15-74 år,2571
2011,10-33,Industri,15-74 år,2475
2012,10-33,Industri,15-74 år,2408
2013,10-33,Industri,15-74 år,2367
2014,10-33,Industri,15-74 år,2353
2015,10-33,Industri,15-74 år,2302
2016,10-33,Industri,15-74 år,2313
2017,10-33,Industri,15-74 år,2426
2018,10-33,Industri,15-74 år,2419
2019,10-33,Industri,15-74 år,2476
2020,10-33,Industri,15-74 år,2470
2008,35-39,"Elektrisitet, vann og renovasjon",15-74 år,120
2009,35-39,"Elektrisitet, vann og renovasjon",15-74 år,101
2010,35-39,"Elektrisitet, vann og renovasjon",15-74 år,102
2011,35-39,"Elektrisitet, vann og renovasjon",15-74 år,105
2012,35-39,"Elektrisitet, vann og renovasjon",15-74 år,107
2013,35-39,"Elektrisitet, vann og renovasjon",15-74 år,128
2014,35-39,"Elektrisitet, vann og renovasjon",15-74 år,112
2015,35-39,"Elektrisitet, vann og renovasjon",15-74 år,105
2016,35-39,"Elektrisitet, vann og renovasjon",15-74 år,110
2017,35-39,"Elektrisitet, vann og renovasjon",15-74 år,109
2018,35-39,"Elektrisitet, vann og renovasjon",15-74 år,114
2019,35-39,"Elektrisitet, vann og renovasjon",15-74 år,123
2020,35-39,"Elektrisitet, vann og renovasjon",15-74 år,133
2008,41-43,Bygge- og anleggsvirksomhet,15-74 år,1472
2009,41-43,Bygge- og anleggsvirksomhet,15-74 år,1442
2010,41-43,Bygge- og anleggsvirksomhet,15-74 år,1532
2011,41-43,Bygge- og anleggsvirksomhet,15-74 år,1682
2012,41-43,Bygge- og anleggsvirksomhet,15-74 år,1775
2013,41-43,Bygge- og anleggsvirksomhet,15-74 år,1876
2014,41-43,Bygge- og anleggsvirksomhet,15-74 år,1907
2015,41-43,Bygge- og anleggsvirksomhet,15-74 år,1811
2016,41-43,Bygge- og anleggsvirksomhet,15-74 år,1808
2017,41-43,Bygge- og anleggsvirksomhet,15-74 år,1907
2018,41-43,Bygge- og anleggsvirksomhet,15-74 år,1807
2019,41-43,Bygge- og anleggsvirksomhet,15-74 år,1891
2020,41-43,Bygge- og anleggsvirksomhet,15-74 år,1920
2008,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,2026
2009,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,1968
2010,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,2080
2011,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,2149
2012,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,2144
2013,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,2030
2014,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,2005
2015,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,1983
2016,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,2001
2017,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,1991
2018,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,1951
2019,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,1939
2020,45-47,"Varehandel, reparasjon av motorvogner",15-74 år,2020
2008,49-53,Transport og lagring,15-74 år,1402
2009,49-53,Transport og lagring,15-74 år,1388
2010,49-53,Transport og lagring,15-74 år,1424
2011,49-53,Transport og lagring,15-74 år,1346
2012,49-53,Transport og lagring,15-74 år,1365
2013,49-53,Transport og lagring,15-74 år,1470
2014,49-53,Transport og lagring,15-74 år,1495
2015,49-53,Transport og lagring,15-74 år,1441
2016,49-53,Transport og lagring,15-74 år,1362
2017,49-53,Transport og lagring,15-74 år,1407
2018,49-53,Transport og lagring,15-74 år,1431
2019,49-53,Transport og lagring,15-74 år,1430
2020,49-53,Transport og lagring,15-74 år,1443
2008,55-56,Overnattings- og serveringsvirksomhet,15-74 år,267
2009,55-56,Overnattings- og serveringsvirksomhet,15-74 år,255
2010,55-56,Overnattings- og serveringsvirksomhet,15-74 år,257
2011,55-56,Overnattings- og serveringsvirksomhet,15-74 år,281
2012,55-56,Overnattings- og serveringsvirksomhet,15-74 år,285
2013,55-56,Overnattings- og serveringsvirksomhet,15-74 år,336
2014,55-56,Overnattings- og serveringsvirksomhet,15-74 år,343
2015,55-56,Overnattings- og serveringsvirksomhet,15-74 år,259
2016,55-56,Overnattings- og serveringsvirksomhet,15-74 år,265
2017,55-56,Overnattings- og serveringsvirksomhet,15-74 år,265
2018,55-56,Overnattings- og serveringsvirksomhet,15-74 år,315
2019,55-56,Overnattings- og serveringsvirksomhet,15-74 år,280
2020,55-56,Overnattings- og serveringsvirksomhet,15-74 år,269
2008,58-63,Informasjon og kommunikasjon,15-74 år,136
2009,58-63,Informasjon og kommunikasjon,15-74 år,146
2010,58-63,Informasjon og kommunikasjon,15-74 år,157
2011,58-63,Informasjon og kommunikasjon,15-74 år,133
2012,58-63,Informasjon og kommunikasjon,15-74 år,160
2013,58-63,Informasjon og kommunikasjon,15-74 år,158
2014,58-63,Informasjon og kommunikasjon,15-74 år,135
2015,58-63,Informasjon og kommunikasjon,15-74 år,141
2016,58-63,Informasjon og kommunikasjon,15-74 år,155
2017,58-63,Informasjon og kommunikasjon,15-74 år,163
2018,58-63,Informasjon og kommunikasjon,15-74 år,180
2019,58-63,Informasjon og kommunikasjon,15-74 år,186
2020,58-63,Informasjon og kommunikasjon,15-74 år,194
2008,64-66,Finansiering og forsikring,15-74 år,117
2009,64-66,Finansiering og forsikring,15-74 år,110
2010,64-66,Finansiering og forsikring,15-74 år,114
2011,64-66,Finansiering og forsikring,15-74 år,99
2012,64-66,Finansiering og forsikring,15-74 år,100
2013,64-66,Finansiering og forsikring,15-74 år,97
2014,64-66,Finansiering og forsikring,15-74 år,81
2015,64-66,Finansiering og forsikring,15-74 år,75
2016,64-66,Finansiering og forsikring,15-74 år,77
2017,64-66,Finansiering og forsikring,15-74 år,72
2018,64-66,Finansiering og forsikring,15-74 år,67
2019,64-66,Finansiering og forsikring,15-74 år,64
2020,64-66,Finansiering og forsikring,15-74 år,75
2008,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,420
2009,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,415
2010,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,416
2011,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,432
2012,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,414
2013,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,444
2014,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,495
2015,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,473
2016,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,448
2017,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,461
2018,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,462
2019,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,480
2020,68-75,"Teknisk tjenesteyting, eiendomsdrift",15-74 år,487
2008,77-82,Forretningsmessig tjenesteyting,15-74 år,514
2009,77-82,Forretningsmessig tjenesteyting,15-74 år,445
2010,77-82,Forretningsmessig tjenesteyting,15-74 år,472
2011,77-82,Forretningsmessig tjenesteyting,15-74 år,563
2012,77-82,Forretningsmessig tjenesteyting,15-74 år,671
2013,77-82,Forretningsmessig tjenesteyting,15-74 år,628
2014,77-82,Forretningsmessig tjenesteyting,15-74 år,616
2015,77-82,Forretningsmessig tjenesteyting,15-74 år,586
2016,77-82,Forretningsmessig tjenesteyting,15-74 år,727
2017,77-82,Forretningsmessig tjenesteyting,15-74 år,810
2018,77-82,Forretningsmessig tjenesteyting,15-74 år,892
2019,77-82,Forretningsmessig tjenesteyting,15-74 år,861
2020,77-82,Forretningsmessig tjenesteyting,15-74 år,883
2008,84,"Off.adm., forsvar, sosialforsikring",15-74 år,394
2009,84,"Off.adm., forsvar, sosialforsikring",15-74 år,367
2010,84,"Off.adm., forsvar, sosialforsikring",15-74 år,379
2011,84,"Off.adm., forsvar, sosialforsikring",15-74 år,390
2012,84,"Off.adm., forsvar, sosialforsikring",15-74 år,448
2013,84,"Off.adm., forsvar, sosialforsikring",15-74 år,466
2014,84,"Off.adm., forsvar, sosialforsikring",15-74 år,474
2015,84,"Off.adm., forsvar, sosialforsikring",15-74 år,427
2016,84,"Off.adm., forsvar, sosialforsikring",15-74 år,476
2017,84,"Off.adm., forsvar, sosialforsikring",15-74 år,469
2018,84,"Off.adm., forsvar, sosialforsikring",15-74 år,437
2019,84,"Off.adm., forsvar, sosialforsikring",15-74 år,476
2020,84,"Off.adm., forsvar, sosialforsikring",15-74 år,481
2008,85,Undervisning,15-74 år,1203
2009,85,Undervisning,15-74 år,1244
2010,85,Undervisning,15-74 år,1199
2011,85,Undervisning,15-74 år,1154
2012,85,Undervisning,15-74 år,1162
2013,85,Undervisning,15-74 år,1197
2014,85,Undervisning,15-74 år,1244
2015,85,Undervisning,15-74 år,1197
2016,85,Undervisning,15-74 år,1213
2017,85,Undervisning,15-74 år,1257
2018,85,Undervisning,15-74 år,1294
2019,85,Undervisning,15-74 år,1318
2020,85,Undervisning,15-74 år,1333
2008,86-88,Helse- og sosialtjenester,15-74 år,2771
2009,86-88,Helse- og sosialtjenester,15-74 år,2885
2010,86-88,Helse- og sosialtjenester,15-74 år,2807
2011,86-88,Helse- og sosialtjenester,15-74 år,2950
2012,86-88,Helse- og sosialtjenester,15-74 år,2929
