Knr,Kjonn,Alder,ContentsCode,Aar,knavn,00-99,01-03,05-09,10-33,35-39,41-43,45-47,49-53,55-56,58-63,64-66,68-75,77-82,84,85,86-88,90-99,00
1145,0,15-74,Sysselsatte,2019,1145,443,75,40,47,0,31,37,47,3,6,0,3,6,21,24,88,9,6
1145,0,15-74,Sysselsatte,2020,1145,439,67,36,56,0,34,40,47,6,6,3,6,6,14,22,89,7,0
1146,0,15-74,Sysselsatte,2008,1146,5193,349,401,582,60,497,764,295,204,60,40,121,183,161,398,946,113,19
1146,0,15-74,Sysselsatte,2009,1146,5145,348,402,562,67,488,714,274,194,64,37,141,148,179,422,973,108,24
1146,0,15-74,Sysselsatte,2010,1146,5219,337,440,513,72,522,747,254,193,75,34,158,139,169,422,1001,116,27
1146,0,15-74,Sysselsatte,2011,1146,5574,314,460,550,79,719,760,269,196,80,31,157,184,193,437,1010,111,24
1146,0,15-74,Sysselsatte,2012,1146,5470,292,495,553,73,550,732,270,194,92,28,181,200,192,443,1023,128,24
1146,0,15-74,Sysselsatte,2013,1146,5482,274,505,558,72,541,738,278,189,96,27,197,228,194,406,1032,124,23
1146,0,15-74,Sysselsatte,2014,1146,5591,261,521,569,73,552,760,293,187,79,32,210,220,195,411,1082,119,27
1146,0,15-74,Sysselsatte,2015,1146,5412,280,498,530,68,564,713,297,145,77,24,202,207,174,383,1081,116,53
1146,0,15-74,Sysselsatte,2016,1146,5409,286,468,533,67,550,707,290,161,81,21,198,206,191,416,1060,123,51
1146,0,15-74,Sysselsatte,2017,1146,5437,269,457,522,68,571,690,295,153,83,26,200,240,195,402,1086,133,47
1146,0,15-74,Sysselsatte,2018,1146,5444,255,501,533,65,594,682,283,131,77,26,172,224,203,413,1112,129,44
1146,0,15-74,Sysselsatte,2019,1146,5550,256,528,539,74,587,680,293,135,90,23,191,228,210,411,1119,149,37
1146,0,15-74,Sysselsatte,2020,1146,5503,273,530,547,66,570,653,287,119,98,28,172,239,244,414,1107,127,29
1149,0,15-74,Sysselsatte,2008,1149,20182,518,1113,3694,202,1599,2830,1474,603,271,174,657,781,612,1336,3660,557,101
1149,0,15-74,Sysselsatte,2009,1149,19767,514,1139,3221,202,1588,2750,1493,580,267,167,691,725,615,1379,3786,555,95
1149,0,15-74,Sysselsatte,2010,1149,19754,499,1252,2882,214,1630,2818,1504,613,276,168,753,743,622,1390,3763,532,95
1149,0,15-74,Sysselsatte,2011,1149,20028,441,1310,2826,228,1768,2856,1439,586,289,160,771,837,635,1369,3890,532,91
1149,0,15-74,Sysselsatte,2012,1149,20304,428,1402,2835,221,1785,2809,1482,597,312,154,769,946,674,1379,3893,523,95
1149,0,15-74,Sysselsatte,2013,1149,20572,399,1484,2811,233,1892,2808,1443,668,298,147,808,900,677,1408,3952,536,108
1149,0,15-74,Sysselsatte,2014,1149,20714,391,1522,2812,225,1918,2784,1447,675,292,142,812,857,717,1465,4028,528,99
1149,0,15-74,Sysselsatte,2015,1149,19862,385,1370,2652,217,1828,2615,1405,547,276,136,822,714,666,1437,4051,571,170
1149,0,15-74,Sysselsatte,2016,1149,19754,406,1219,2619,219,1818,2606,1330,525,273,133,824,751,730,1449,4087,595,170
1149,0,15-74,Sysselsatte,2017,1149,20047,392,1235,2683,212,1885,2621,1352,518,284,124,823,839,708,1463,4152,600,156
1149,0,15-74,Sysselsatte,2018,1149,20074,396,1352,2689,205,1839,2510,1375,571,303,106,795,849,658,1497,4232,558,139
1149,0,15-74,Sysselsatte,2019,1149,20247,407,1448,2724,224,1835,2441,1365,549,327,107,818,843,687,1509,4263,570,130
1149,0,15-74,Sysselsatte,2020,1149,20063,384,1437,2725,230,1803,2460,1313,541,334,119,750,824,701,1512,4259,561,110
1151,0,15-74,Sysselsatte,2008,1151,124,9,0,6,0,6,6,25,12,0,0,3,10,9,13,22,3,0
1151,0,15-74,Sysselsatte,2009,1151,115,6,0,6,0,9,3,27,3,0,0,3,12,7,13,23,3,0
1151,0,15-74,Sysselsatte,2010,1151,120,6,3,0,0,12,3,27,6,0,0,3,6,14,13,24,3,0
1151,0,15-74,Sysselsatte,2011,1151,126,9,6,0,0,9,6,27,3,0,0,3,12,8,15,25,3,0
1151,0,15-74,Sysselsatte,2012,1151,116,6,6,0,0,9,6,21,6,0,0,3,9,10,14,23,3,0
1151,0,15-74,Sysselsatte,2013,1151,119,6,6,0,0,10,3,23,9,0,0,3,10,9,14,20,6,0
1151,0,15-74,Sysselsatte,2014,1151,116,6,3,0,0,14,3,19,6,0,0,3,6,9,19,25,3,0
1151,0,15-74,Sysselsatte,2015,1151,110,10,3,0,0,9,6,20,0,0,0,3,6,12,11,27,3,0
1151,0,15-74,Sysselsatte,2016,1151,106,10,3,0,0,9,6,19,3,0,0,0,3,6,16,25,3,3
1151,0,15-74,Sysselsatte,2017,1151,107,9,3,0,0,6,6,18,3,0,0,0,6,6,11,30,6,3
1151,0,15-74,Sysselsatte,2018,1151,101,9,6,0,0,6,6,19,0,0,0,0,6,6,15,25,3,0
1151,0,15-74,Sysselsatte,2019,1151,107,9,6,0,3,6,6,20,3,0,0,0,6,6,15,18,6,3
1151,0,15-74,Sysselsatte,2020,1151,102,9,6,0,0,6,12,24,0,0,0,0,3,3,11,25,3,0
1160,0,15-74,Sysselsatte,2008,1160,4415,523,174,660,54,423,580,222,102,108,28,127,206,176,327,610,74,21
1160,0,15-74,Sysselsatte,2009,1160,4390,516,177,664,60,431,540,207,127,103,23,124,197,176,311,638,78,18
1160,0,15-74,Sysselsatte,2010,1160,4404,494,208,692,74,420,523,203,132,101,26,122,199,171,314,619,79,27
1160,0,15-74,Sysselsatte,2011,1160,4559,507,204,724,72,435,545,192,141,119,24,120,250,187,310,637,73,19
1160,0,15-74,Sysselsatte,2012,1160,4582,447,219,741,73,412,568,187,110,135,28,131,262,188,319,671,75,16
1160,0,15-74,Sysselsatte,2013,1160,4627,448,207,765,84,435,542,184,87,134,26,143,268,197,327,685,78,17
1160,0,15-74,Sysselsatte,2014,1160,4723,429,202,794,59,461,547,202,92,103,29,174,282,194,317,731,85,22
1160,0,15-74,Sysselsatte,2015,1160,4622,458,193,862,62,457,520,228,50,91,21,144,190,175,313,718,95,45
1160,0,15-74,Sysselsatte,2016,1160,4565,465,179,821,68,465,508,214,50,94,21,142,196,181,311,714,92,44
1160,0,15-74,Sysselsatte,2017,1160,4605,476,185,787,73,508,516,202,55,76,21,156,195,175,312,733,95,40
1160,0,15-74,Sysselsatte,2018,1160,4649,456,200,760,63,548,525,207,51,81,22,163,201,190,313,744,87,38
1160,0,15-74,Sysselsatte,2019,1160,4641,421,213,779,65,527,516,206,53,103,22,187,192,194,319,730,79,35
1160,0,15-74,Sysselsatte,2020,1160,4583,440,224,707,65,568,498,193,64,98,22,170,165,177,327,753,81,31
4611,0,15-74,Sysselsatte,2008,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,Sysselsatte,2009,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,Sysselsatte,2010,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,Sysselsatte,2011,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,Sysselsatte,2012,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,Sysselsatte,2013,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,Sysselsatte,2014,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,Sysselsatte,2015,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,Sysselsatte,2016,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,Sysselsatte,2017,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,Sysselsatte,2018,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,Sysselsatte,2019,4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,0,15-74,Sysselsatte,2020,4611,2061,174,86,251,45,300,201,85,50,48,19,77,70,65,141,400,34,15
4612,0,15-74,Sysselsatte,2008,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,Sysselsatte,2009,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,Sysselsatte,2010,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,Sysselsatte,2011,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,Sysselsatte,2012,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,Sysselsatte,2013,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,Sysselsatte,2014,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,Sysselsatte,2015,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,Sysselsatte,2016,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,Sysselsatte,2017,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,Sysselsatte,2018,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,Sysselsatte,2019,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,Sysselsatte,2020,4612,2784,157,162,258,48,312,320,185,64,41,6,92,98,78,229,634,84,16
4613,0,15-74,Sysselsatte,2008,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,Sysselsatte,2009,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,Sysselsatte,2010,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,Sysselsatte,2011,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,Sysselsatte,2012,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,Sysselsatte,2013,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,Sysselsatte,2014,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,Sysselsatte,2015,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,Sysselsatte,2016,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,Sysselsatte,2017,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,Sysselsatte,2018,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,Sysselsatte,2019,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,Sysselsatte,2020,4613,5848,379,309,1193,58,476,499,390,105,40,24,166,266,197,474,1091,156,25
4614,0,15-74,Sysselsatte,2008,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,Sysselsatte,2009,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,Sysselsatte,2010,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,Sysselsatte,2011,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,Sysselsatte,2012,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,Sysselsatte,2013,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,Sysselsatte,2014,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,Sysselsatte,2015,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,Sysselsatte,2016,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,Sysselsatte,2017,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,Sysselsatte,2018,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,Sysselsatte,2019,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,0,15-74,Sysselsatte,2020,4614,9315,136,225,1897,189,700,950,333,323,167,39,484,370,354,823,2071,220,34
4615,0,15-74,Sysselsatte,2008,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,Sysselsatte,2009,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,Sysselsatte,2010,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,Sysselsatte,2011,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,Sysselsatte,2012,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,Sysselsatte,2013,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,Sysselsatte,2014,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,Sysselsatte,2015,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,Sysselsatte,2016,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,Sysselsatte,2017,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,Sysselsatte,2018,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,Sysselsatte,2019,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,0,15-74,Sysselsatte,2020,4615,1564,108,57,272,36,173,146,67,37,15,6,90,49,47,95,327,24,15
4616,0,15-74,Sysselsatte,2008,4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,0,15-74,Sysselsatte,2009,4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,0,15-74,Sysselsatte,2010,4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,0,15-74,Sysselsatte,2011,4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,0,15-74,Sysselsatte,2012,4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,0,15-74,Sysselsatte,2013,4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,0,15-74,Sysselsatte,2014,4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,0,15-74,Sysselsatte,2015,4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,0,15-74,Sysselsatte,2016,4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,0,15-74,Sysselsatte,2017,4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,0,15-74,Sysselsatte,2018,4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,0,15-74,Sysselsatte,2019,4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,0,15-74,Sysselsatte,2020,4616,1371,156,81,111,27,134,128,101,12,12,14,44,52,65,96,299,33,6
4617,0,15-74,Sysselsatte,2008,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,0,15-74,Sysselsatte,2009,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,0,15-74,Sysselsatte,2010,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,0,15-74,Sysselsatte,2011,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,0,15-74,Sysselsatte,2012,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,0,15-74,Sysselsatte,2013,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,0,15-74,Sysselsatte,2014,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,0,15-74,Sysselsatte,2015,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,0,15-74,Sysselsatte,2016,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,0,15-74,Sysselsatte,2017,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,0,15-74,Sysselsatte,2018,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,0,15-74,Sysselsatte,2019,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,0,15-74,Sysselsatte,2020,4617,6426,385,229,1068,102,604,590,281,124,68,28,203,193,231,492,1631,147,50
4618,0,15-74,Sysselsatte,2008,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,15-74,Sysselsatte,2009,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,15-74,Sysselsatte,2010,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,15-74,Sysselsatte,2011,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,15-74,Sysselsatte,2012,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,15-74,Sysselsatte,2013,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,15-74,Sysselsatte,2014,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,15-74,Sysselsatte,2015,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,15-74,Sysselsatte,2016,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,15-74,Sysselsatte,2017,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,15-74,Sysselsatte,2018,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,15-74,Sysselsatte,2019,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,0,15-74,Sysselsatte,2020,4618,5503,247,172,954,155,617,520,206,182,48,15,256,126,207,405,1233,128,32
4611,0,15-74,Sysselsatte,2008,1211,2150,223,70,285,52,267,246,95,61,31,26,65,111,65,156,346,34,17
4611,0,15-74,Sysselsatte,2009,1211,2115,198,68,292,53,271,237,83,56,33,28,61,103,60,153,370,33,16
4611,0,15-74,Sysselsatte,2010,1211,2060,203,71,263,61,275,240,75,55,32,26,63,89,57,152,349,30,19
4611,0,15-74,Sysselsatte,2011,1211,2154,214,72,271,59,282,239,77,62,40,29,67,95,61,153,377,40,16
4611,0,15-74,Sysselsatte,2012,1211,2172,183,90,286,61,273,253,75,54,39,21,69,115,67,167,372,34,13
4611,0,15-74,Sysselsatte,2013,1211,2156,161,95,289,58,283,223,72,60,38,20,81,100,78,163,380,41,14
4611,0,15-74,Sysselsatte,2014,1211,2197,165,99,284,55,295,228,74,66,35,25,82,94,76,174,390,41,14
4611,0,15-74,Sysselsatte,2015,1211,2088,159,86,263,51,292,210,82,54,35,18,77,83,75,158,383,45,17
4611,0,15-74,Sysselsatte,2016,1211,2070,165,80,273,48,289,216,75,61,34,20,68,70,74,159,375,40,23
4611,0,15-74,Sysselsatte,2017,1211,2046,166,78,257,45,310,228,75,55,35,20,75,57,68,141,376,40,20
4611,0,15-74,Sysselsatte,2018,1211,2051,170,83,264,44,323,214,71,53,39,18,77,62,63,140,379,33,18
4611,0,15-74,Sysselsatte,2019,1211,2086,180,87,268,47,306,223,77,43,44,18,84,60,70,135,391,36,17
4611,0,15-74,Sysselsatte,2020,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,0,15-74,Sysselsatte,2008,1216,2595,172,106,312,31,267,314,190,66,43,22,78,80,77,197,547,78,15
4612,0,15-74,Sysselsatte,2009,1216,2586,191,106,295,28,277,285,203,75,46,14,86,72,81,195,548,78,6
4612,0,15-74,Sysselsatte,2010,1216,2603,164,117,286,32,278,313,191,50,50,13,113,63,99,195,541,77,21
4612,0,15-74,Sysselsatte,2011,1216,2663,157,125,297,32,296,314,185,56,45,11,100,100,89,198,560,79,19
4612,0,15-74,Sysselsatte,2012,1216,2760,177,143,316,33,268,328,182,53,54,13,93,106,98,208,592,79,17
4612,0,15-74,Sysselsatte,2013,1216,2794,169,146,324,41,294,331,187,58,53,10,98,85,100,211,590,76,21
4612,0,15-74,Sysselsatte,2014,1216,2768,137,153,323,42,300,328,207,54,47,13,100,88,91,218,572,79,16
4612,0,15-74,Sysselsatte,2015,1216,2737,184,150,300,38,287,316,199,45,40,9,105,79,83,215,578,81,28
4612,0,15-74,Sysselsatte,2016,1216,2761,176,135,279,38,285,326,201,59,28,9,112,85,87,217,611,82,31
4612,0,15-74,Sysselsatte,2017,1216,2806,170,141,282,43,299,332,196,65,34,9,107,89,95,227,611,87,19
4612,0,15-74,Sysselsatte,2018,1216,2785,159,164,262,43,325,325,182,62,33,6,101,100,74,232,606,87,24
4612,0,15-74,Sysselsatte,2019,1216,2800,168,160,270,40,319,328,180,67,41,3,91,100,79,220,623,83,28
4612,0,15-74,Sysselsatte,2020,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,0,15-74,Sysselsatte,2008,1219,5700,320,237,1439,53,377,562,590,107,39,30,159,142,131,397,922,162,33
4613,0,15-74,Sysselsatte,2009,1219,5737,316,253,1414,55,384,530,583,93,40,33,161,136,143,396,1026,148,26
4613,0,15-74,Sysselsatte,2010,1219,5760,320,267,1337,55,388,527,567,75,46,37,168,157,142,436,1074,137,27
4613,0,15-74,Sysselsatte,2011,1219,5796,309,270,1308,60,415,551,459,78,39,32,165,244,156,440,1108,129,33
4613,0,15-74,Sysselsatte,2012,1219,5886,321,298,1347,56,412,543,456,74,42,33,176,259,162,442,1109,126,30
4613,0,15-74,Sysselsatte,2013,1219,5907,312,334,1338,58,433,529,457,81,37,35,178,257,163,438,1107,128,22
4613,0,15-74,Sysselsatte,2014,1219,5934,316,331,1329,67,436,526,437,92,42,33,168,248,169,451,1131,142,16
